1770817878.184986 server started (33611): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1770817878.185000 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1770817878.185005 using libevent 2.1.12-stable poll
1770817878.185010 using utf8proc 2.11.2
1770817878.185011 using ncurses 6.5 20240427
1770817878.185839 yylex_token: end at WS
1770817878.185840 yylex_token: %%
1770817878.185843 cmd_parse_build_commands 0:0: bind
1770817878.185844 cmd_parse_build_commands 0:1: -N
1770817878.185846 cmd_parse_build_commands 0:2: Rename current session
1770817878.185847 cmd_parse_build_commands 0:3: $
1770817878.185849 cmd_parse_build_commands 0:4 0:0: command-prompt
1770817878.185850 cmd_parse_build_commands 0:4 0:1: -I#S
1770817878.185852 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1770817878.185854 cmd_parse_build_commands 0:4 0:2 0:1: --
1770817878.185857 cmd_parse_build_commands 0:4 0:2 0:2: %%
1770817878.185862 cmd_parse_build_commands 0:0: command-prompt
1770817878.185864 cmd_parse_build_commands 0:1: -I#S
1770817878.185866 cmd_parse_build_commands 0:2 0:0: rename-session
1770817878.185868 cmd_parse_build_commands 0:2 0:1: --
1770817878.185870 cmd_parse_build_commands 0:2 0:2: %%
1770817878.185872 cmd_parse_build_commands 0:0: rename-session
1770817878.185874 cmd_parse_build_commands 0:1: --
1770817878.185875 cmd_parse_build_commands 0:2: %%
1770817878.185878 args_parse_flags: next --
1770817878.185880 args_parse: flags end at 2 of 3
1770817878.185882 args_parse: 2 = %% (type STRING)
1770817878.185884 cmd_parse_build_commands: rename-session "%%"
1770817878.185886 args_parse_flags: next -I#S
1770817878.185891 args_parse_flag_argument: -I = #S
1770817878.185893 args_parse: flags end at 2 of 3
1770817878.185896 args_parse: 2 = rename-session "%%" (type COMMANDS)
1770817878.185899 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1770817878.185901 args_parse_flags: next -N
1770817878.185903 args_parse_flag_argument: -N = Rename current session
1770817878.185905 args_parse_flags: next $
1770817878.185906 args_parse: flags end at 3 of 5
1770817878.185908 args_parse: 3 = $ (type STRING)
1770817878.185911 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1770817878.185916 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1770817878.185923 cmdq_get_command: [bind-key/0x5aafffdca450] group 62
1770817878.185925 cmdq_append <global>: [bind-key/0x5aafffdca450]
1770817878.185927 yylex_token: end at WS
1770817878.185929 yylex_token: bind
1770817878.185931 yylex_token: end at WS
1770817878.185932 yylex_token: -N
1770817878.185934 yylex_token: end at WS
1770817878.185936 yylex_token: Split window horizontally
1770817878.185938 yylex_get_word: %
1770817878.185940 yylex_token: end at WS
1770817878.185942 yylex_token: split-window
1770817878.185943 yylex_token: end at WS
1770817878.185945 yylex_token: -h
1770817878.185947 cmd_parse_build_commands 0:0: bind
1770817878.185949 cmd_parse_build_commands 0:1: -N
1770817878.185951 cmd_parse_build_commands 0:2: Split window horizontally
1770817878.185953 cmd_parse_build_commands 0:3: %
1770817878.185955 cmd_parse_build_commands 0:4 0:0: split-window
1770817878.185956 cmd_parse_build_commands 0:4 0:1: -h
1770817878.185958 cmd_parse_build_commands 0:0: split-window
1770817878.185960 cmd_parse_build_commands 0:1: -h
1770817878.185963 args_parse_flags: next -h
1770817878.185965 args_parse_flags: -h
1770817878.185967 args_parse: flags end at 2 of 2
1770817878.185969 cmd_parse_build_commands: split-window -h
1770817878.185971 args_parse_flags: next -N
1770817878.185973 args_parse_flag_argument: -N = Split window horizontally
1770817878.185975 args_parse_flags: next %
1770817878.185976 args_parse: flags end at 3 of 5
1770817878.185978 args_parse: 3 = % (type STRING)
1770817878.185980 args_parse: 4 = split-window -h (type COMMANDS)
1770817878.185984 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1770817878.185986 cmdq_get_command: [bind-key/0x5aafffdca990] group 74
1770817878.185988 cmdq_append <global>: [bind-key/0x5aafffdca990]
1770817878.185990 yylex_token: end at WS
1770817878.186012 yylex_token: bind
1770817878.186018 yylex_token: end at WS
1770817878.186020 yylex_token: -N
1770817878.186022 yylex_token: end at WS
1770817878.186024 yylex_token: Kill current window
1770817878.186026 yylex_token: end at WS
1770817878.186027 yylex_token: &
1770817878.186029 yylex_token: end at WS
1770817878.186031 yylex_token: confirm-before
1770817878.186033 yylex_token: end at WS
1770817878.186035 yylex_token: -pkill-window #W? (y/n)
1770817878.186037 yylex_token: end at WS
1770817878.186038 yylex_token: kill-window
1770817878.186041 cmd_parse_build_commands 0:0: bind
1770817878.186043 cmd_parse_build_commands 0:1: -N
1770817878.186045 cmd_parse_build_commands 0:2: Kill current window
1770817878.186046 cmd_parse_build_commands 0:3: &
1770817878.186048 cmd_parse_build_commands 0:4 0:0: confirm-before
1770817878.186050 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1770817878.186052 cmd_parse_build_commands 0:4 0:2: kill-window
1770817878.186055 cmd_parse_build_commands 0:0: confirm-before
1770817878.186057 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1770817878.186058 cmd_parse_build_commands 0:2: kill-window
1770817878.186061 args_parse_flags: next -pkill-window #W? (y/n)
1770817878.186063 args_parse_flag_argument: -p = kill-window #W? (y/n)
1770817878.186065 args_parse_flags: next kill-window
1770817878.186066 args_parse: flags end at 2 of 3
1770817878.186068 args_parse: 2 = kill-window (type STRING)
1770817878.186072 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1770817878.186074 args_parse_flags: next -N
1770817878.186076 args_parse_flag_argument: -N = Kill current window
1770817878.186078 args_parse_flags: next &
1770817878.186079 args_parse: flags end at 3 of 5
1770817878.186081 args_parse: 3 = & (type STRING)
1770817878.186084 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1770817878.186092 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1770817878.186095 cmdq_get_command: [bind-key/0x5aafffdcb0c0] group 82
1770817878.186097 cmdq_append <global>: [bind-key/0x5aafffdcb0c0]
1770817878.186103 yylex_token: end at WS
1770817878.186104 yylex_token: bind
1770817878.186106 yylex_token: end at WS
1770817878.186108 yylex_token: -N
1770817878.186110 yylex_token: end at WS
1770817878.186112 yylex_token: Prompt for window index to select
1770817878.186114 yylex_token: end at WS
1770817878.186115 yylex_token: '
1770817878.186117 yylex_token: end at WS
1770817878.186119 yylex_token: command-prompt
1770817878.186121 yylex_token: end at WS
1770817878.186122 yylex_token: -T
1770817878.186124 yylex_token: end at WS
1770817878.186126 yylex_token: window-target
1770817878.186128 yylex_token: end at WS
1770817878.186129 yylex_token: -pindex
1770817878.186131 yylex_token: end at WS
1770817878.186133 yylex_token: select-window
1770817878.186135 yylex_token: end at WS
1770817878.186136 yylex_token: -t
1770817878.186138 yylex_token: end at WS
1770817878.186140 yylex_token: :%%
1770817878.186142 cmd_parse_build_commands 0:0: bind
1770817878.186144 cmd_parse_build_commands 0:1: -N
1770817878.186145 cmd_parse_build_commands 0:2: Prompt for window index to select
1770817878.186147 cmd_parse_build_commands 0:3: '
1770817878.186149 cmd_parse_build_commands 0:4 0:0: command-prompt
1770817878.186151 cmd_parse_build_commands 0:4 0:1: -T
1770817878.186153 cmd_parse_build_commands 0:4 0:2: window-target
1770817878.186155 cmd_parse_build_commands 0:4 0:3: -pindex
1770817878.186157 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1770817878.186159 cmd_parse_build_commands 0:4 0:4 0:1: -t
1770817878.186160 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1770817878.186163 cmd_parse_build_commands 0:0: command-prompt
1770817878.186164 cmd_parse_build_commands 0:1: -T
1770817878.186166 cmd_parse_build_commands 0:2: window-target
1770817878.186168 cmd_parse_build_commands 0:3: -pindex
1770817878.186176 cmd_parse_build_commands 0:4 0:0: select-window
1770817878.186178 cmd_parse_build_commands 0:4 0:1: -t
1770817878.186180 cmd_parse_build_commands 0:4 0:2: :%%
1770817878.186183 cmd_parse_build_commands 0:0: select-window
1770817878.186184 cmd_parse_build_commands 0:1: -t
1770817878.186186 cmd_parse_build_commands 0:2: :%%
1770817878.186189 args_parse_flags: next -t
1770817878.186191 args_parse_flag_argument: -t = :%%
1770817878.186193 args_parse: flags end at 3 of 3
1770817878.186195 cmd_parse_build_commands: select-window -t ":%%"
1770817878.186197 args_parse_flags: next -T
1770817878.186199 args_parse_flag_argument: -T = window-target
1770817878.186201 args_parse_flags: next -pindex
1770817878.186203 args_parse_flag_argument: -p = index
1770817878.186205 args_parse: flags end at 4 of 5
1770817878.186207 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1770817878.186211 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1770817878.186213 args_parse_flags: next -N
1770817878.186215 args_parse_flag_argument: -N = Prompt for window index to select
1770817878.186217 args_parse_flags: next '
1770817878.186218 args_parse: flags end at 3 of 5
1770817878.186220 args_parse: 3 = ' (type STRING)
1770817878.186224 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1770817878.186232 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1770817878.186235 cmdq_get_command: [bind-key/0x5aafffdcc280] group 90
1770817878.186237 cmdq_append <global>: [bind-key/0x5aafffdcc280]
1770817878.186239 yylex_token: end at WS
1770817878.186240 yylex_token: bind
1770817878.186242 yylex_token: end at WS
1770817878.186244 yylex_token: -N
1770817878.186246 yylex_token: end at WS
1770817878.186248 yylex_token: Switch to previous client
1770817878.186249 yylex_token: end at WS
1770817878.186251 yylex_token: (
1770817878.186253 yylex_token: end at WS
1770817878.186254 yylex_token: switch-client
1770817878.186256 yylex_token: end at WS
1770817878.186258 yylex_token: -p
1770817878.186260 cmd_parse_build_commands 0:0: bind
1770817878.186265 cmd_parse_build_commands 0:1: -N
1770817878.186267 cmd_parse_build_commands 0:2: Switch to previous client
1770817878.186269 cmd_parse_build_commands 0:3: (
1770817878.186271 cmd_parse_build_commands 0:4 0:0: switch-client
1770817878.186273 cmd_parse_build_commands 0:4 0:1: -p
1770817878.186275 cmd_parse_build_commands 0:0: switch-client
1770817878.186277 cmd_parse_build_commands 0:1: -p
1770817878.186279 args_parse_flags: next -p
1770817878.186281 args_parse_flags: -p
1770817878.186283 args_parse: flags end at 2 of 2
1770817878.186285 cmd_parse_build_commands: switch-client -p
1770817878.186287 args_parse_flags: next -N
1770817878.186289 args_parse_flag_argument: -N = Switch to previous client
1770817878.186291 args_parse_flags: next (
1770817878.186293 args_parse: flags end at 3 of 5
1770817878.186294 args_parse: 3 = ( (type STRING)
1770817878.186297 args_parse: 4 = switch-client -p (type COMMANDS)
1770817878.186300 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1770817878.186303 cmdq_get_command: [bind-key/0x5aafffdcc450] group 102
1770817878.186305 cmdq_append <global>: [bind-key/0x5aafffdcc450]
1770817878.186307 yylex_token: end at WS
1770817878.186308 yylex_token: bind
1770817878.186310 yylex_token: end at WS
1770817878.186311 yylex_token: -N
1770817878.186313 yylex_token: end at WS
1770817878.186315 yylex_token: Switch to next client
1770817878.186317 yylex_token: end at WS
1770817878.186318 yylex_token: )
1770817878.186320 yylex_token: end at WS
1770817878.186322 yylex_token: switch-client
1770817878.186324 yylex_token: end at WS
1770817878.186325 yylex_token: -n
1770817878.186327 cmd_parse_build_commands 0:0: bind
1770817878.186329 cmd_parse_build_commands 0:1: -N
1770817878.186331 cmd_parse_build_commands 0:2: Switch to next client
1770817878.186333 cmd_parse_build_commands 0:3: )
1770817878.186335 cmd_parse_build_commands 0:4 0:0: switch-client
1770817878.186336 cmd_parse_build_commands 0:4 0:1: -n
1770817878.186339 cmd_parse_build_commands 0:0: switch-client
1770817878.186340 cmd_parse_build_commands 0:1: -n
1770817878.186343 args_parse_flags: next -n
1770817878.186345 args_parse_flags: -n
1770817878.186347 args_parse: flags end at 2 of 2
1770817878.186349 cmd_parse_build_commands: switch-client -n
1770817878.186351 args_parse_flags: next -N
1770817878.186353 args_parse_flag_argument: -N = Switch to next client
1770817878.186355 args_parse_flags: next )
1770817878.186356 args_parse: flags end at 3 of 5
1770817878.186358 args_parse: 3 = ) (type STRING)
1770817878.186360 args_parse: 4 = switch-client -n (type COMMANDS)
1770817878.186364 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1770817878.186367 cmdq_get_command: [bind-key/0x5aafffdccb60] group 110
1770817878.186368 cmdq_append <global>: [bind-key/0x5aafffdccb60]
1770817878.186370 yylex_token: end at WS
1770817878.186372 yylex_token: bind
1770817878.186373 yylex_token: end at WS
1770817878.186375 yylex_token: -N
1770817878.186377 yylex_token: end at WS
1770817878.186379 yylex_token: Rename current window
1770817878.186380 yylex_token: end at WS
1770817878.186382 yylex_token: ,
1770817878.186384 yylex_token: end at WS
1770817878.186385 yylex_token: command-prompt
1770817878.186387 yylex_token: end at WS
1770817878.186389 yylex_token: -I#W
1770817878.186391 yylex_token: end at WS
1770817878.186392 yylex_token: rename-window
1770817878.186394 yylex_token: end at WS
1770817878.186396 yylex_token: --
1770817878.186397 yylex_token: end at WS
1770817878.186399 yylex_token: %%
1770817878.186401 cmd_parse_build_commands 0:0: bind
1770817878.186403 cmd_parse_build_commands 0:1: -N
1770817878.186405 cmd_parse_build_commands 0:2: Rename current window
1770817878.186406 cmd_parse_build_commands 0:3: ,
1770817878.186408 cmd_parse_build_commands 0:4 0:0: command-prompt
1770817878.186410 cmd_parse_build_commands 0:4 0:1: -I#W
1770817878.186412 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1770817878.186414 cmd_parse_build_commands 0:4 0:2 0:1: --
1770817878.186416 cmd_parse_build_commands 0:4 0:2 0:2: %%
1770817878.186422 cmd_parse_build_commands 0:0: command-prompt
1770817878.186424 cmd_parse_build_commands 0:1: -I#W
1770817878.186428 cmd_parse_build_commands 0:2 0:0: rename-window
1770817878.186430 cmd_parse_build_commands 0:2 0:1: --
1770817878.186432 cmd_parse_build_commands 0:2 0:2: %%
1770817878.186434 cmd_parse_build_commands 0:0: rename-window
1770817878.186436 cmd_parse_build_commands 0:1: --
1770817878.186438 cmd_parse_build_commands 0:2: %%
1770817878.186440 args_parse_flags: next --
1770817878.186442 args_parse: flags end at 2 of 3
1770817878.186444 args_parse: 2 = %% (type STRING)
1770817878.186446 cmd_parse_build_commands: rename-window "%%"
1770817878.186448 args_parse_flags: next -I#W
1770817878.186450 args_parse_flag_argument: -I = #W
1770817878.186452 args_parse: flags end at 2 of 3
1770817878.186454 args_parse: 2 = rename-window "%%" (type COMMANDS)
1770817878.186457 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1770817878.186459 args_parse_flags: next -N
1770817878.186461 args_parse_flag_argument: -N = Rename current window
1770817878.186463 args_parse_flags: next ,
1770817878.186465 args_parse: flags end at 3 of 5
1770817878.186467 args_parse: 3 = , (type STRING)
1770817878.186470 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1770817878.186474 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1770817878.186477 cmdq_get_command: [bind-key/0x5aafffdcd840] group 118
1770817878.186479 cmdq_append <global>: [bind-key/0x5aafffdcd840]
1770817878.186481 yylex_token: end at WS
1770817878.186482 yylex_token: bind
1770817878.186484 yylex_token: end at WS
1770817878.186486 yylex_token: -N
1770817878.186488 yylex_token: end at WS
1770817878.186490 yylex_token: Delete the most recent paste buffer
1770817878.186491 yylex_token: end at WS
1770817878.186493 yylex_token: -
1770817878.186495 yylex_token: end at WS
1770817878.186497 yylex_token: delete-buffer
1770817878.186499 cmd_parse_build_commands 0:0: bind
1770817878.186500 cmd_parse_build_commands 0:1: -N
1770817878.186502 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1770817878.186504 cmd_parse_build_commands 0:3: -
1770817878.186506 cmd_parse_build_commands 0:4 0:0: delete-buffer
1770817878.186508 cmd_parse_build_commands 0:0: delete-buffer
1770817878.186510 args_parse: flags end at 1 of 1
1770817878.186513 cmd_parse_build_commands: delete-buffer
1770817878.186515 args_parse_flags: next -N
1770817878.186516 args_parse_flag_argument: -N = Delete the most recent paste buffer
1770817878.186518 args_parse_flags: next -
1770817878.186520 args_parse: flags end at 3 of 5
1770817878.186522 args_parse: 3 = - (type STRING)
1770817878.186524 args_parse: 4 = delete-buffer (type COMMANDS)
1770817878.186527 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1770817878.186532 cmdq_get_command: [bind-key/0x5aafffdcdf80] group 130
1770817878.186534 cmdq_append <global>: [bind-key/0x5aafffdcdf80]
1770817878.186536 yylex_token: end at WS
1770817878.186538 yylex_token: bind
1770817878.186540 yylex_token: end at WS
1770817878.186541 yylex_token: -N
1770817878.186543 yylex_token: end at WS
1770817878.186545 yylex_token: Move the current window
1770817878.186547 yylex_token: end at WS
1770817878.186549 yylex_token: .
1770817878.186550 yylex_token: end at WS
1770817878.186552 yylex_token: command-prompt
1770817878.186554 yylex_token: end at WS
1770817878.186555 yylex_token: -T
1770817878.186557 yylex_token: end at WS
1770817878.186559 yylex_token: target
1770817878.186561 yylex_token: end at WS
1770817878.186562 yylex_token: move-window
1770817878.186564 yylex_token: end at WS
1770817878.186565 yylex_token: -t
1770817878.186567 yylex_token: end at WS
1770817878.186569 yylex_token: %%
1770817878.186571 cmd_parse_build_commands 0:0: bind
1770817878.186573 cmd_parse_build_commands 0:1: -N
1770817878.186575 cmd_parse_build_commands 0:2: Move the current window
1770817878.186576 cmd_parse_build_commands 0:3: .
1770817878.186586 cmd_parse_build_commands 0:4 0:0: command-prompt
1770817878.186588 cmd_parse_build_commands 0:4 0:1: -T
1770817878.186590 cmd_parse_build_commands 0:4 0:2: target
1770817878.186592 cmd_parse_build_commands 0:4 0:3 0:0: move-window
